alpha_F,alpha_T,alpha_N,Rwp,sizeF,sizeT,sizeN,concF,concT,concN
0.12,0.08,0.8,29.1184408,91.7876657,19.08528,61.5220863,1.796,0.098,98.107
0.12,0.1,0.78,28.9670511,91.7876657,19.08528,61.5220863,1.881,0.141,97.978
0.12,0.12,0.76,29.0162748,91.7876657,19.08528,61.5220863,1.915,0.198,97.887
0.12,0.14,0.74,29.209447,91.7876657,19.08528,61.5220863,1.949,0.337,97.714
0.12,0.16,0.72,29.5754213,91.7876657,19.08528,61.5220863,2.04,0.453,97.507
0.12,0.18,0.7000000000000001,30.0895154,91.7876657,19.08528,61.5220863,2.137,0.597,97.267
0.12,0.2,0.68,30.721509,91.7876657,19.08528,61.5220863,2.223,0.894,96.883
0.12,0.22,0.66,31.476486,91.7876657,19.08528,61.5220863,2.323,1.075,96.602
0.12,0.24,0.64,32.3330764,91.7876657,19.08528,61.5220863,2.419,1.276,96.305
0.12,0.26,0.62,33.2707435,91.7876657,19.08528,61.5220863,2.8,1.226,95.974
0.12,0.28,0.6,33.8073163,91.7876657,19.08528,61.5220863,3.085,3.097,93.818
0.12,0.3,0.58,34.6352489,91.7876657,19.08528,61.5220863,3.254,4.191,92.556
0.12,0.32,0.56,35.4531559,91.7876657,19.08528,61.5220863,3.41,5.535,91.054
0.12,0.34,0.54,36.2425134,91.7876657,19.08528,61.5220863,3.568,7.14,89.292
0.12,0.36,0.52,36.9736829,91.7876657,19.08528,61.5220863,3.716,9.024,87.259
0.12,0.38,0.5,37.6415091,91.7876657,19.08528,61.5220863,3.863,11.253,84.885
0.12,0.4,0.48,38.2140905,91.7876657,19.08528,61.5220863,3.994,13.872,82.134
0.12,0.42,0.46,38.7267816,91.7876657,19.08528,61.5220863,3.931,16.889,79.179
0.12,0.44,0.44,39.113896,91.7876657,19.08528,61.5220863,4.046,20.28,75.674
0.12,0.46,0.42,39.3110919,91.7876657,19.08528,61.5220863,4.119,24.535,71.345
0.12,0.48,0.4,39.3626376,91.7876657,19.08528,61.5220863,4.184,28.915,66.901
0.12,0.5,0.38,39.2691251,91.7876657,19.08528,61.5220863,4.229,33.642,62.128
0.12,0.52,0.36,38.9621455,91.7876657,19.08528,61.5220863,4.244,38.542,57.214
0.12,0.54,0.34,38.4694734,91.7876657,19.08528,61.5220863,4.212,43.631,52.156
0.12,0.56,0.32,37.8014926,91.7876657,19.08528,61.5220863,4.163,48.813,47.024
0.12,0.58,0.3,36.9322266,91.7876657,19.08528,61.5220863,4.065,53.945,41.99
0.12,0.6,0.28,35.8877775,91.7876657,19.08528,61.5220863,3.952,58.966,37.082
0.12,0.62,0.26,34.678608,91.7876657,19.08528,61.5220863,3.808,63.768,32.424
0.12,0.64,0.24,33.3185988,91.7876657,19.08528,61.5220863,3.636,68.325,28.038
0.12,0.66,0.22,31.8580406,91.7876657,19.08528,61.5220863,3.469,72.492,24.039
0.12,0.68,0.2,30.3286553,91.7876657,19.08528,61.5220863,3.256,76.365,20.378
0.12,0.7000000000000001,0.18,28.1644889,91.7876657,19.08528,61.5220863,2.587,78.468,18.945
0.12,0.72,0.16,26.6646962,91.7876657,19.08528,61.5220863,2.388,81.695,15.917
0.12,0.74,0.14,25.1981861,91.7876657,19.08528,61.5220863,2.422,84.41,13.168
0.12,0.76,0.12,24.0658355,91.7876657,19.08528,61.5220863,2.253,87.061,10.686
0.12,0.78,0.1,23.3540636,91.7876657,19.08528,61.5220863,3.492,88.431,8.077
0.12,0.8,0.08,23.1595724,91.7876657,19.08528,61.5220863,1.654,92.094,6.252
0.12,0.8200000000000001,0.06,23.3566006,91.7876657,19.08528,61.5220863,1.62,93.824,4.555
0.12,0.84,0.04,24.1069057,91.7876657,19.08528,61.5220863,1.602,95.225,3.172
0.12,0.86,0.02,25.2576465,91.7876657,19.08528,61.5220863,1.51,96.549,1.941
0.12,0.88,0.0,26.6784778,91.7876657,19.08528,0.0,1.62,98.38,0.0
0.14,0.0,0.86,32.0566443,91.7876657,0.0,61.5220863,1.64,0.0,98.36
0.14,0.02,0.84,31.1284902,91.7876657,19.08528,61.5220863,1.798,0.001,98.201
0.14,0.04,0.8200000000000001,30.405462,91.7876657,19.08528,61.5220863,1.886,0.006,98.108
0.14,0.06,0.8,29.8707512,91.7876657,19.08528,61.5220863,1.965,0.098,97.938
0.14,0.08,0.78,29.5304127,91.7876657,19.08528,61.5220863,2.066,0.132,97.803
0.14,0.1,0.76,29.3817641,91.7876657,19.08528,61.5220863,2.196,0.18,97.625
0.14,0.12,0.74,29.3885599,91.7876657,19.08528,61.5220863,2.34,0.278,97.382
0.14,0.14,0.72,29.5923584,91.7876657,19.08528,61.5220863,2.261,0.378,97.361
0.14,0.16,0.7000000000000001,29.9411914,91.7876657,19.08528,61.5220863,2.368,0.519,97.114
0.14,0.18,0.68,30.4223036,91.7876657,19.08528,61.5220863,2.481,0.651,96.867
0.14,0.2,0.66,31.0194724,91.7876657,19.08528,61.5220863,2.58,0.992,96.428
0.14,0.22,0.64,31.754558,91.7876657,19.08528,61.5220863,2.689,1.221,96.09
0.14,0.24,0.62,32.5819672,91.7876657,19.08528,61.5220863,2.784,1.472,95.744
0.14,0.26,0.6,33.1153084,91.7876657,19.08528,61.5220863,3.372,2.691,93.937
0.14,0.28,0.58,33.8893117,91.7876657,19.08528,61.5220863,3.554,3.666,92.779
0.14,0.3,0.56,34.6560784,91.7876657,19.08528,61.5220863,3.737,4.893,91.37
0.14,0.32,0.54,35.4090091,91.7876657,19.08528,61.5220863,3.905,6.377,89.718
0.14,0.34,0.52,36.129551,91.7876657,19.08528,61.5220863,4.077,8.121,87.801
0.14,0.36,0.5,36.8285758,91.7876657,19.08528,61.5220863,4.077,10.205,85.719
0.14,0.38,0.48,37.427235,91.7876657,19.08528,61.5220863,4.247,12.64,83.112
0.14,0.4,0.46,37.9260233,91.7876657,19.08528,61.5220863,4.407,15.519,80.074
0.14,0.42,0.44,38.3042673,91.7876657,19.08528,61.5220863,4.562,18.734,76.704
0.14,0.44,0.42,38.6049267,91.7876657,19.08528,61.5220863,4.676,22.677,72.647
0.14,0.46,0.4,38.7091741,91.7876657,19.08528,61.5220863,4.776,26.877,68.348
0.14,0.48,0.38,38.6614578,91.7876657,19.08528,61.5220863,4.841,31.416,63.743
0.14,0.5,0.36,38.4200003,91.7876657,19.08528,61.5220863,4.873,36.212,58.915
0.14,0.52,0.34,38.0060648,91.7876657,19.08528,61.5220863,4.861,41.225,53.914
0.14,0.54,0.32,37.4202529,91.7876657,19.08528,61.5220863,4.815,46.362,48.823
0.14,0.56,0.3,36.6521819,91.7876657,19.08528,61.5220863,4.732,51.546,43.722
0.14,0.58,0.28,35.6927384,91.7876657,19.08528,61.5220863,4.61,56.604,38.786
0.14,0.6,0.26,34.5819394,91.7876657,19.08528,61.5220863,4.465,61.538,33.997
0.14,0.62,0.24,33.3009024,91.7876657,19.08528,61.5220863,4.294,66.178,29.528
0.14,0.64,0.22,31.9107632,91.7876657,19.08528,61.5220863,4.102,70.495,25.404
0.14,0.66,0.2,30.4371032,91.7876657,19.08528,61.5220863,3.869,74.491,21.64
0.14,0.68,0.18,28.1965601,91.7876657,19.08528,61.5220863,3.084,76.522,20.394
0.14,0.7000000000000001,0.16,26.7303004,91.7876657,19.08528,61.5220863,2.877,79.909,17.213
0.14,0.72,0.14,25.3857601,91.7876657,19.08528,61.5220863,2.689,82.989,14.322
0.14,0.74,0.12,24.3262176,91.7876657,19.08528,61.5220863,2.522,85.925,11.553
0.14,0.76,0.1,23.484042,91.7876657,19.08528,61.5220863,2.38,88.426,9.195
0.14,0.78,0.08,23.0882317,91.7876657,19.08528,61.5220863,2.234,90.66,7.106
0.14,0.8,0.06,23.2458524,91.7876657,19.08528,61.5220863,2.087,92.632,5.281
0.14,0.8200000000000001,0.04,23.9395179,91.7876657,19.08528,61.5220863,1.954,94.333,3.713
0.14,0.84,0.02,25.0989091,91.7876657,19.08528,61.5220863,1.867,95.722,2.411
0.14,0.86,0.0,26.5983156,91.7876657,19.08528,0.0,2.042,97.958,0.0
0.16,0.0,0.84,32.5306795,91.7876657,0.0,61.5220863,1.873,0.0,98.127
0.16,0.02,0.8200000000000001,31.6293043,91.7876657,19.08528,61.5220863,2.059,0.002,97.939
0.16,0.04,0.8,30.9296269,91.7876657,19.08528,61.5220863,2.15,0.075,97.775
0.16,0.06,0.78,30.4092924,91.7876657,19.08528,61.5220863,2.258,0.09,97.652
0.16,0.08,0.76,30.0719,91.7876657,19.08528,61.5220863,2.381,0.127,97.492
0.16,0.1,0.74,29.9035523,91.7876657,19.08528,61.5220863,2.503,0.21,97.287
0.16,0.12,0.72,29.8919,91.7876657,19.08528,61.5220863,2.702,0.326,96.972
0.16,0.14,0.7000000000000001,30.0309587,91.7876657,19.08528,61.5220863,2.861,0.463,96.676
0.16,0.16,0.68,30.3902653,91.7876657,19.08528,61.5220863,2.737,0.604,96.659
0.16,0.18,0.66,30.8268058,91.7876657,19.08528,61.5220863,2.843,0.87,96.287
0.16,0.2,0.64,31.4167441,91.7876657,19.08528,61.5220863,2.953,1.14,95.907
0.16,0.22,0.62,32.1054956,91.7876657,19.08528,61.5220863,3.082,1.401,95.518
0.16,0.24,0.6,32.885041,91.7876657,19.08528,61.5220863,3.215,1.704,95.081
0.16,0.26,0.58,33.7700296,91.7876657,19.08528,61.5220863,3.347,2.045,94.609
0.16,0.28,0.56,34.0316912,91.7876657,19.08528,61.5220863,4.06,4.304,91.635
0.16,0.3,0.54,34.7790399,91.7876657,19.08528,61.5220863,4.12,5.675,90.205
0.16,0.32,0.52,35.4537022,91.7876657,19.08528,61.5220863,4.323,7.298,88.379
0.16,0.34,0.5,36.1109581,91.7876657,19.08528,61.5220863,4.547,9.217,86.237
0.16,0.36,0.48,36.6900539,91.7876657,19.08528,61.5220863,4.747,11.481,83.771
0.16,0.38,0.46,37.1781396,91.7876657,19.08528,61.5220863,4.948,14.133,80.919
0.16,0.4,0.44,37.582357,91.7876657,19.08528,61.5220863,5.134,17.176,77.69
0.16,0.42,0.42,37.8713528,91.7876657,19.08528,61.5220863,5.287,20.718,73.995
0.16,0.44,0.4,38.0750312,91.7876657,19.08528,61.5220863,5.412,24.865,69.723
0.16,0.46,0.38,38.0659441,91.7876657,19.08528,61.5220863,5.503,29.237,65.26
0.16,0.48,0.36,37.9248962,91.7876657,19.08528,61.5220863,5.557,33.965,60.478
0.16,0.5,0.34,37.5690672,91.7876657,19.08528,61.5220863,5.577,38.854,55.569
0.16,0.52,0.32,37.0689438,91.7876657,19.08528,61.5220863,5.544,43.951,50.505
0.16,0.54,0.3,36.3922417,91.7876657,19.08528,61.5220863,5.474,49.123,45.403
0.16,0.56,0.28,35.5231794,91.7876657,19.08528,61.5220863,5.358,54.211,40.43
0.16,0.58,0.26,34.6042788,91.7876657,19.08528,61.5220863,19.851,49.942,30.208
0.16,0.6,0.24,33.3137968,91.7876657,19.08528,61.5220863,5.018,63.983,30.998
0.16,0.62,0.22,31.9925512,91.7876657,19.08528,61.5220863,4.811,68.411,26.778
0.16,0.64,0.2,29.7135456,91.7876657,19.08528,61.5220863,3.889,70.616,25.495
0.16,0.66,0.18,28.2456122,91.7876657,19.08528,61.5220863,3.662,74.456,21.882
0.16,0.68,0.16,26.8287421,91.7876657,19.08528,61.5220863,3.436,78.009,18.556
0.16,0.7000000000000001,0.14,25.6387015,91.7876657,19.08528,61.5220863,3.256,81.357,15.387
0.16,0.72,0.12,24.493125,91.7876657,19.08528,61.5220863,3.076,84.289,12.634
0.16,0.74,0.1,23.6369311,91.7876657,19.08528,61.5220863,2.876,86.971,10.153
0.16,0.76,0.08,23.1811561,91.7876657,19.08528,61.5220863,2.699,89.357,7.944
0.16,0.78,0.06,23.23571,91.7876657,19.08528,61.5220863,2.528,91.483,5.989
0.16,0.8,0.04,23.8662541,91.7876657,19.08528,61.5220863,2.393,93.293,4.314
0.16,0.8200000000000001,0.02,24.9947637,91.7876657,19.08528,61.5220863,2.288,94.812,2.901
0.16,0.84,0.0,26.58235,91.7876657,19.08528,0.0,2.531,97.469,0.0
0.18,0.0,0.8200000000000001,33.1322374,91.7876657,0.0,61.5220863,2.138,0.0,97.862
0.18,0.02,0.8,32.2612562,91.7876657,19.08528,61.5220863,2.337,0.002,97.662
0.18,0.04,0.78,31.5745576,91.7876657,19.08528,61.5220863,2.451,0.082,97.467
0.18,0.06,0.76,31.0625389,91.7876657,19.08528,61.5220863,2.583,0.136,97.281
0.18,0.08,0.74,30.7244435,91.7876657,19.08528,61.5220863,2.728,0.183,97.09
0.18,0.1,0.72,30.5306287,91.7876657,19.08528,61.5220863,2.93,0.255,96.816
0.18,0.12,0.7000000000000001,30.5101481,91.7876657,19.08528,61.5220863,3.084,0.378,96.538
0.18,0.14,0.68,30.6168985,91.7876657,19.08528,61.5220863,3.295,0.545,96.16
0.18,0.16,0.66,30.8737046,91.7876657,19.08528,61.5220863,3.494,0.757,95.749
0.18,0.18,0.64,31.3544078,91.7876657,19.08528,61.5220863,3.249,1.032,95.719
0.18,0.2,0.62,31.8870654,91.7876657,19.08528,61.5220863,3.401,1.301,95.298
0.18,0.22,0.6,32.5270658,91.7876657,19.08528,61.5220863,3.553,1.63,94.817
0.18,0.24,0.58,33.281422,91.7876657,19.08528,61.5220863,3.701,1.973,94.326
0.18,0.26,0.56,34.1423077,91.7876657,19.08528,61.5220863,3.92,2.196,93.884
0.18,0.28,0.54,34.996094,91.7876657,19.08528,61.5220863,4.13,2.693,93.177
0.18,0.3,0.52,35.8599885,91.7876657,19.08528,61.5220863,4.61,3.223,92.167
0.18,0.32,0.5,35.4833522,91.7876657,19.08528,61.5220863,5.048,8.293,86.658
0.18,0.34,0.48,36.0418217,91.7876657,19.08528,61.5220863,5.299,10.386,84.315
0.18,0.36,0.46,36.5342429,91.7876657,19.08528,61.5220863,5.528,12.849,81.623
0.18,0.38,0.44,36.9524625,91.7876657,19.08528,61.5220863,5.756,15.723,78.521
0.18,0.4,0.42,37.261101,91.7876657,19.08528,61.5220863,5.95,18.999,75.051
0.18,0.42,0.4,37.4971387,91.7876657,19.08528,61.5220863,6.114,22.945,70.941
0.18,0.44,0.38,37.548441,91.7876657,19.08528,61.5220863,6.241,27.144,66.615
0.18,0.46,0.36,37.4487782,91.7876657,19.08528,61.5220863,6.329,31.702,61.969
0.18,0.48,0.34,37.1970343,91.7876657,19.08528,61.5220863,6.364,36.527,57.109
0.18,0.5,0.32,36.7455568,91.7876657,19.08528,61.5220863,6.358,41.508,52.134
0.18,0.52,0.3,36.1378567,91.7876657,19.08528,61.5220863,6.3,46.624,47.076
0.18,0.54,0.28,35.3705586,91.7876657,19.08528,61.5220863,6.193,51.745,42.062
0.18,0.56,0.26,34.426711,91.7876657,19.08528,61.5220863,6.045,56.774,37.181
0.18,0.58,0.24,33.3265581,91.7876657,19.08528,61.5220863,5.85,61.626,32.524
0.18,0.6,0.22,32.1011892,91.7876657,19.08528,61.5220863,5.62,66.184,28.196
0.18,0.62,0.2,29.7337247,91.7876657,19.08528,61.5220863,4.562,68.298,27.14
0.18,0.64,0.18,28.3425685,91.7876657,19.08528,61.5220863,4.314,72.266,23.42
0.18,0.66,0.16,27.138423,91.7876657,19.08528,61.5220863,4.043,76.156,19.801
0.18,0.68,0.14,25.8690134,91.7876657,19.08528,61.5220863,3.825,79.522,16.653
0.18,0.7000000000000001,0.12,24.7475701,91.7876657,19.08528,61.5220863,3.642,82.583,13.775
0.18,0.72,0.1,23.8862004,91.7876657,19.08528,61.5220863,3.445,85.386,11.168
0.18,0.74,0.08,23.3744808,91.7876657,19.08528,61.5220863,3.266,87.901,8.833
0.18,0.76,0.06,23.3400882,91.7876657,19.08528,61.5220863,3.06,90.171,6.769
0.18,0.78,0.04,23.8827992,91.7876657,19.08528,61.5220863,2.91,92.1,4.99
0.18,0.8,0.02,24.9499494,91.7876657,19.08528,61.5220863,2.788,93.739,3.473
0.18,0.8200000000000001,0.0,26.6172697,91.7876657,19.08528,0.0,3.105,96.895,0.0
0.2,0.0,0.8,33.868872,91.7876657,0.0,61.5220863,2.438,0.0,97.562
0.2,0.02,0.78,33.0165426,91.7876657,19.08528,61.5220863,2.659,0.002,97.339
0.2,0.04,0.76,32.3324173,91.7876657,19.08528,61.5220863,2.818,0.133,97.049
0.2,0.06,0.74,31.814819,91.7876657,19.08528,61.5220863,2.963,0.17,96.867
0.2,0.08,0.72,31.4590177,91.7876657,19.08528,61.5220863,3.129,0.219,96.652
0.2,0.1,0.7000000000000001,31.2614356,91.7876657,19.08528,61.5220863,3.307,0.3,96.393
0.2,0.12,0.68,31.206536,91.7876657,19.08528,61.5220863,3.539,0.445,96.016
0.2,0.14,0.66,31.3029744,91.7876657,19.08528,61.5220863,3.747,0.636,95.616
0.2,0.16,0.64,31.5823418,91.7876657,19.08528,61.5220863,3.846,0.87,95.284
0.2,0.18,0.62,31.9170298,91.7876657,19.08528,61.5220863,4.074,1.21,94.715
0.2,0.2,0.6,32.4746079,91.7876657,19.08528,61.5220863,3.797,1.524,94.678
0.2,0.22,0.58,33.067722,91.7876657,19.08528,61.5220863,3.974,1.856,94.17
0.2,0.24,0.56,33.7580514,91.7876657,19.08528,61.5220863,4.162,2.24,93.598
0.2,0.26,0.54,34.4900314,91.7876657,19.08528,61.5220863,4.585,2.62,92.795
0.2,0.28,0.52,35.3075209,91.7876657,19.08528,61.5220863,4.842,3.217,91.94
0.2,0.3,0.5,36.083078,91.7876657,19.08528,61.5220863,5.403,3.816,90.781
0.2,0.32,0.48,35.5410356,91.7876657,19.08528,61.5220863,5.895,9.368,84.738
0.2,0.34,0.46,36.0163608,91.7876657,19.08528,61.5220863,6.175,11.656,82.169
0.2,0.36,0.44,36.4067712,91.7876657,19.08528,61.5220863,6.442,14.329,79.229
0.2,0.38,0.42,36.7367328,91.7876657,19.08528,61.5220863,6.673,17.445,75.882
0.2,0.4,0.4,36.9367451,91.7876657,19.08528,61.5220863,6.884,20.908,72.208
0.2,0.42,0.38,37.0688884,91.7876657,19.08528,61.5220863,7.053,25.085,67.861
0.2,0.44,0.36,37.0386751,91.7876657,19.08528,61.5220863,7.176,29.481,63.343
0.2,0.46,0.34,36.8209008,91.7876657,19.08528,61.5220863,7.235,34.165,58.6
0.2,0.48,0.32,36.4782302,91.7876657,19.08528,61.5220863,7.257,39.109,53.634
0.2,0.5,0.3,35.9365256,91.7876657,19.08528,61.5220863,7.22,44.115,48.666
0.2,0.52,0.28,35.2553096,91.7876657,19.08528,61.5220863,7.123,49.231,43.647
0.2,0.54,0.26,34.3968535,91.7876657,19.08528,61.5220863,6.983,54.265,38.752
0.2,0.56,0.24,33.3918646,91.7876657,19.08528,61.5220863,6.774,59.202,34.024
0.2,0.58,0.22,32.2338475,91.7876657,19.08528,61.5220863,6.522,63.873,29.605
0.2,0.6,0.2,29.7843788,91.7876657,19.08528,61.5220863,5.329,65.848,28.823
0.2,0.62,0.18,28.6345234,91.7876657,19.08528,61.5220863,5.045,70.113,24.843
0.2,0.64,0.16,27.3430079,91.7876657,19.08528,61.5220863,4.796,73.931,21.272
0.2,0.66,0.14,26.1314897,91.7876657,19.08528,61.5220863,4.553,77.464,17.983
0.2,0.68,0.12,25.0515687,91.7876657,19.08528,61.5220863,4.327,80.705,14.968
0.2,0.7000000000000001,0.1,24.2041917,91.7876657,19.08528,61.5220863,4.088,83.686,12.226
0.2,0.72,0.08,23.6572977,91.7876657,19.08528,61.5220863,3.872,86.36,9.768
0.2,0.74,0.06,23.5560752,91.7876657,19.08528,61.5220863,3.68,88.728,7.592
0.2,0.76,0.04,23.9860802,91.7876657,19.08528,61.5220863,3.518,90.782,5.7
0.2,0.78,0.02,24.9750929,91.7876657,19.08528,61.5220863,3.372,92.539,4.088
0.2,0.8,0.0,26.7077942,91.7876657,19.08528,0.0,3.774,96.226,0.0
0.22,0.0,0.78,34.6819038,91.7876657,0.0,61.5220863,2.779,0.0,97.221
0.22,0.02,0.76,33.8510795,91.7876657,19.08528,61.5220863,3.018,0.128,96.854
0.22,0.04,0.74,33.1869016,91.7876657,19.08528,61.5220863,3.183,0.176,96.641
0.22,0.06,0.72,32.6893065,91.7876657,19.08528,61.5220863,3.33,0.191,96.478
0.22,0.08,0.7000000000000001,32.3109552,91.7876657,19.08528,61.5220863,3.509,0.303,96.188
0.22,0.1,0.68,32.1051968,91.7876657,19.08528,61.5220863,3.695,0.398,95.906
0.22,0.12,0.66,32.0413734,91.7876657,19.08528,61.5220863,3.896,0.545,95.559
0.22,0.14,0.64,32.0944579,91.7876657,19.08528,61.5220863,4.2,0.726,95.074
0.22,0.16,0.62,32.2732908,91.7876657,19.08528,61.5220863,4.462,1.028,94.51
0.22,0.18,0.6,32.5412277,91.7876657,19.08528,61.5220863,4.742,1.437,93.821
0.22,0.2,0.58,32.9063718,91.7876657,19.08528,61.5220863,5.045,2.001,92.954
0.22,0.22,0.56,33.6117761,91.7876657,19.08528,61.5220863,4.819,2.065,93.116
0.22,0.24,0.54,34.2007561,91.7876657,19.08528,61.5220863,5.096,2.568,92.336
0.22,0.26,0.52,34.8950601,91.7876657,19.08528,61.5220863,5.385,3.149,91.467
0.22,0.28,0.5,35.630537,91.7876657,19.08528,61.5220863,5.692,3.816,90.491
0.22,0.3,0.48,36.3653883,91.7876657,19.08528,61.5220863,6.31,4.467,89.223
0.22,0.32,0.46,35.6027114,91.7876657,19.08528,61.5220863,6.877,10.526,82.597
0.22,0.34,0.44,36.002801,91.7876657,19.08528,61.5220863,7.191,13.009,79.801
0.22,0.36,0.42,36.3022297,91.7876657,19.08528,61.5220863,7.471,15.895,76.634
0.22,0.38,0.4,36.5300759,91.7876657,19.08528,61.5220863,7.718,19.192,73.09
0.22,0.4,0.38,36.6902097,91.7876657,19.08528,61.5220863,7.939,23.111,68.95
0.22,0.42,0.36,36.6813001,91.7876657,19.08528,61.5220863,8.097,27.323,64.58
0.22,0.44,0.34,36.5331598,91.7876657,19.08528,61.5220863,8.214,31.864,59.922
0.22,0.46,0.32,36.2181818,91.7876657,19.08528,61.5220863,8.256,36.612,55.132
0.22,0.48,0.3,35.7725004,91.7876657,19.08528,61.5220863,8.242,41.613,50.146
0.22,0.5,0.28,35.1580569,91.7876657,19.08528,61.5220863,8.155,46.676,45.169
0.22,0.52,0.26,34.3872011,91.7876657,19.08528,61.5220863,8.016,51.732,40.252
0.22,0.54,0.24,33.466504,91.7876657,19.08528,61.5220863,7.808,56.711,35.481
0.22,0.56,0.22,32.3917331,91.7876657,19.08528,61.5220863,7.553,61.408,31.039
0.22,0.58,0.2,30.0402907,91.7876657,19.08528,61.5220863,6.193,63.428,30.379
0.22,0.6,0.18,28.7960566,91.7876657,19.08528,61.5220863,5.937,67.618,26.445
0.22,0.62,0.16,27.5732879,91.7876657,19.08528,61.5220863,5.665,71.575,22.759
0.22,0.64,0.14,26.4220575,91.7876657,19.08528,61.5220863,5.401,75.242,19.358
0.22,0.66,0.12,25.3902358,91.7876657,19.08528,61.5220863,5.131,78.648,16.221
0.22,0.68,0.1,24.5587544,91.7876657,19.08528,61.5220863,4.876,81.76,13.364
0.22,0.7000000000000001,0.08,24.0050147,91.7876657,19.08528,61.5220863,4.624,84.594,10.782
0.22,0.72,0.06,23.8469955,91.7876657,19.08528,61.5220863,4.414,87.096,8.49
0.22,0.74,0.04,24.189785,91.7876657,19.08528,61.5220863,4.222,89.296,6.482
0.22,0.76,0.02,25.0860455,91.7876657,19.08528,61.5220863,4.05,91.198,4.752
0.22,0.78,0.0,26.8553009,91.7876657,19.08528,0.0,4.554,95.446,0.0
0.24,0.0,0.76,35.5632947,91.7876657,0.0,61.5220863,3.177,0.0,96.823
0.24,0.02,0.74,34.7533118,91.7876657,19.08528,61.5220863,3.434,0.145,96.421
0.24,0.04,0.72,34.1031503,91.7876657,19.08528,61.5220863,3.627,0.217,96.156
0.24,0.06,0.7000000000000001,33.5889229,91.7876657,19.08528,61.5220863,3.832,0.282,95.886
0.24,0.08,0.68,33.2085728,91.7876657,19.08528,61.5220863,4.027,0.361,95.612
0.24,0.1,0.66,32.9645618,91.7876657,19.08528,61.5220863,4.265,0.499,95.235
0.24,0.12,0.64,32.8539733,91.7876657,19.08528,61.5220863,4.511,0.673,94.816
0.24,0.14,0.62,32.8692832,91.7876657,19.08528,61.5220863,4.769,0.89,94.341
0.24,0.16,0.6,33.0070765,91.7876657,19.08528,61.5220863,5.203,1.21,93.587
0.24,0.18,0.58,33.2204184,91.7876657,19.08528,61.5220863,5.544,1.701,92.755
0.24,0.2,0.56,33.4976621,91.7876657,19.08528,61.5220863,5.898,2.368,91.734
0.24,0.22,0.54,33.8349136,91.7876657,19.08528,61.5220863,6.267,3.263,90.47
0.24,0.24,0.52,34.6671814,91.7876657,19.08528,61.5220863,5.992,3.091,90.918
0.24,0.26,0.5,35.2882609,91.7876657,19.08528,61.5220863,6.326,3.757,89.917
0.24,0.28,0.48,35.9812794,91.7876657,19.08528,61.5220863,6.676,4.502,88.822
0.24,0.3,0.46,36.7055128,91.7876657,19.08528,61.5220863,7.048,5.384,87.568
0.24,0.32,0.44,35.701612,91.7876657,19.08528,61.5220863,8.005,11.759,80.236
0.24,0.34,0.42,36.0043067,91.7876657,19.08528,61.5220863,8.34,14.473,77.187
0.24,0.36,0.4,36.2009468,91.7876657,19.08528,61.5220863,8.631,17.544,73.825
0.24,0.38,0.38,36.3408369,91.7876657,19.08528,61.5220863,8.898,21.029,70.073
0.24,0.4,0.36,36.4018867,91.7876657,19.08528,61.5220863,9.14,25.211,65.649
0.24,0.42,0.34,36.2897554,91.7876657,19.08528,61.5220863,9.28,29.557,61.163
0.24,0.44,0.32,36.0477894,91.7876657,19.08528,61.5220863,9.358,34.22,56.422
0.24,0.46,0.3,35.6467545,91.7876657,19.08528,61.5220863,9.369,39.059,51.572
0.24,0.48,0.28,35.1061834,91.7876657,19.08528,61.5220863,9.304,44.074,46.622
0.24,0.5,0.26,34.4198673,91.7876657,19.08528,61.5220863,9.175,49.111,41.714
0.24,0.52,0.24,33.586182,91.7876657,19.08528,61.5220863,8.967,54.11,36.923
0.24,0.54,0.22,31.2673282,91.7876657,19.08528,61.5220863,7.533,56.173,36.294
0.24,0.56,0.2,30.143007,91.7876657,19.08528,61.5220863,7.237,60.689,32.074
0.24,0.58,0.18,28.9812635,91.7876657,19.08528,61.5220863,6.959,64.977,28.064
0.24,0.6,0.16,27.8306977,91.7876657,19.08528,61.5220863,6.657,69.062,24.281
0.24,0.62,0.14,26.7513615,91.7876657,19.08528,61.5220863,6.359,72.874,20.767
0.24,0.64,0.12,25.7691055,91.7876657,19.08528,61.5220863,6.059,76.431,17.51
0.24,0.66,0.1,24.966845,91.7876657,19.08528,61.5220863,5.77,79.687,14.543
0.24,0.68,0.08,24.4248635,91.7876657,19.08528,61.5220863,5.495,82.659,11.845
0.24,0.7000000000000001,0.06,24.2139884,91.7876657,19.08528,61.5220863,5.258,85.304,9.438
0.24,0.72,0.04,24.481351,91.7876657,19.08528,61.5220863,5.037,87.643,7.32
0.24,0.74,0.02,25.266715,91.7876657,19.08528,61.5220863,4.837,89.687,5.476
0.24,0.76,0.0,27.0644035,91.7876657,19.08528,0.0,5.448,94.552,0.0
0.26,0.0,0.74,36.5113418,91.7876657,0.0,61.5220863,3.651,0.0,96.349
0.26,0.02,0.72,35.702046,91.7876657,19.08528,61.5220863,3.954,0.209,95.837
0.26,0.04,0.7000000000000001,35.0515537,91.7876657,19.08528,61.5220863,4.184,0.257,95.559
0.26,0.06,0.68,34.5318752,91.7876657,19.08528,61.5220863,4.421,0.289,95.29
0.26,0.08,0.66,34.1314536,91.7876657,19.08528,61.5220863,4.674,0.465,94.861
