alpha_F,alpha_T,alpha_N,Rwp,sizeF,sizeT,sizeN,concF,concT,concN
0.0,0.8200000000000001,0.18,29.0906333,0.0,19.08528,61.5220863,0.0,88.422,11.578
0.0,0.84,0.16,27.6531405,0.0,19.08528,61.5220863,0.0,90.728,9.272
0.0,0.86,0.14,26.4908147,0.0,19.08528,61.5220863,0.0,92.75,7.25
0.0,0.88,0.12,25.6626933,0.0,19.08528,61.5220863,0.0,94.139,5.861
0.0,0.9,0.1,25.3931,0.0,19.08528,61.5220863,0.0,95.679,4.321
0.0,0.92,0.08,25.5789441,0.0,19.08528,61.5220863,0.0,97.003,2.997
0.0,0.9400000000000001,0.06,26.1291676,0.0,19.08528,61.5220863,0.0,98.127,1.873
0.0,0.96,0.04,26.9747637,0.0,19.08528,61.5220863,0.0,99.137,0.863
0.0,0.98,0.02,28.0960502,0.0,19.08528,61.5220863,0.0,100.0,0.0
0.0,1.0,0.0,29.4868345,0.0,19.08528,0.0,0.0,100.0,0.0
0.02,0.0,0.98,32.5405779,91.7876657,0.0,61.5220863,0.784,0.0,99.216
0.02,0.02,0.96,31.3288661,91.7876657,19.08528,61.5220863,0.659,0.208,99.134
0.02,0.04,0.9400000000000001,30.2957345,91.7876657,19.08528,61.5220863,0.817,0.176,99.007
0.02,0.06,0.92,29.5825088,91.7876657,19.08528,61.5220863,0.85,0.183,98.967
0.02,0.08,0.9,29.1041079,91.7876657,19.08528,61.5220863,0.881,0.2,98.919
0.02,0.1,0.88,28.8798266,91.7876657,19.08528,61.5220863,0.924,0.134,98.941
0.02,0.12,0.86,28.8874294,91.7876657,19.08528,61.5220863,0.834,0.233,98.933
0.02,0.14,0.84,29.0903288,91.7876657,19.08528,61.5220863,0.857,0.263,98.88
0.02,0.16,0.8200000000000001,29.4470314,91.7876657,19.08528,61.5220863,0.897,0.325,98.778
0.02,0.18,0.8,29.96844,91.7876657,19.08528,61.5220863,0.94,0.385,98.675
0.02,0.2,0.78,30.6027589,91.7876657,19.08528,61.5220863,1.159,0.278,98.564
0.02,0.22,0.76,31.5733902,91.7876657,19.08528,61.5220863,0.33,0.671,98.999
0.02,0.24,0.74,32.2970767,91.7876657,19.08528,61.5220863,1.313,0.401,98.286
0.02,0.26,0.72,33.2856841,91.7876657,19.08528,61.5220863,1.403,0.434,98.163
0.02,0.28,0.7000000000000001,34.1576672,91.7876657,19.08528,61.5220863,1.562,1.268,97.169
0.02,0.3,0.68,35.1911815,91.7876657,19.08528,61.5220863,1.668,1.721,96.611
0.02,0.32,0.66,36.2143547,91.7876657,19.08528,61.5220863,1.778,2.369,95.853
0.02,0.34,0.64,37.2234267,91.7876657,19.08528,61.5220863,1.893,3.27,94.837
0.02,0.36,0.62,38.1884668,91.7876657,19.08528,61.5220863,2.007,4.443,93.55
0.02,0.38,0.6,39.1051743,91.7876657,19.08528,61.5220863,2.124,5.878,91.998
0.02,0.4,0.58,39.9929455,91.7876657,19.08528,61.5220863,2.235,7.566,90.199
0.02,0.42,0.56,40.7998321,91.7876657,19.08528,61.5220863,2.343,9.564,88.093
0.02,0.44,0.54,41.5208454,91.7876657,19.08528,61.5220863,2.44,11.91,85.65
0.02,0.46,0.52,42.1471997,91.7876657,19.08528,61.5220863,2.516,14.621,82.863
0.02,0.48,0.5,42.8232913,91.7876657,19.08528,61.5220863,1.472,17.984,80.544
0.02,0.5,0.48,43.124343,91.7876657,19.08528,61.5220863,2.191,21.758,76.051
0.02,0.52,0.46,43.3324307,91.7876657,19.08528,61.5220863,2.2,25.868,71.932
0.02,0.54,0.44,43.371017,91.7876657,19.08528,61.5220863,2.191,30.332,67.477
0.02,0.56,0.42,43.2361013,91.7876657,19.08528,61.5220863,2.144,35.084,62.772
0.02,0.58,0.4,42.9212001,91.7876657,19.08528,61.5220863,1.972,40.126,57.902
0.02,0.6,0.38,42.4123628,91.7876657,19.08528,61.5220863,1.938,45.284,52.778
0.02,0.62,0.36,41.6862769,91.7876657,19.08528,61.5220863,1.886,50.428,47.686
0.02,0.64,0.34,40.7768586,91.7876657,19.08528,61.5220863,1.824,55.527,42.649
0.02,0.66,0.32,39.6652833,91.7876657,19.08528,61.5220863,1.746,60.488,37.766
0.02,0.68,0.3,38.3913132,91.7876657,19.08528,61.5220863,1.659,65.188,33.153
0.02,0.7000000000000001,0.28,36.9816502,91.7876657,19.08528,61.5220863,1.566,69.615,28.819
0.02,0.72,0.26,35.4350813,91.7876657,19.08528,61.5220863,1.463,73.726,24.811
0.02,0.74,0.24,33.7906973,91.7876657,19.08528,61.5220863,1.496,77.392,21.111
0.02,0.76,0.22,32.1022339,91.7876657,19.08528,61.5220863,1.391,80.817,17.792
0.02,0.78,0.2,30.4209145,91.7876657,19.08528,61.5220863,1.306,83.919,14.775
0.02,0.8,0.18,28.7858729,91.7876657,19.08528,61.5220863,1.239,86.661,12.1
0.02,0.8200000000000001,0.16,27.1745185,91.7876657,19.08528,61.5220863,1.643,88.62,9.737
0.02,0.84,0.14,25.7670199,91.7876657,19.08528,61.5220863,1.489,90.254,8.257
0.02,0.86,0.12,24.9461665,91.7876657,19.08528,61.5220863,1.369,92.232,6.399
0.02,0.88,0.1,24.6404443,91.7876657,19.08528,61.5220863,1.138,94.093,4.769
0.02,0.9,0.08,24.7842022,91.7876657,19.08528,61.5220863,1.047,95.583,3.37
0.02,0.92,0.06,25.3277141,91.7876657,19.08528,61.5220863,0.954,96.874,2.172
0.02,0.9400000000000001,0.04,26.2001977,91.7876657,19.08528,61.5220863,0.756,98.104,1.14
0.02,0.96,0.02,27.315296,91.7876657,19.08528,61.5220863,0.663,99.337,0.0
0.02,0.98,0.0,28.6395799,91.7876657,19.08528,0.0,0.506,99.494,0.0
0.04,0.0,0.96,32.0055458,91.7876657,0.0,61.5220863,0.896,0.0,99.104
0.04,0.02,0.9400000000000001,30.8222454,91.7876657,19.08528,61.5220863,0.966,0.001,99.033
0.04,0.04,0.92,29.9076071,91.7876657,19.08528,61.5220863,0.941,0.15,98.909
0.04,0.06,0.9,29.2329034,91.7876657,19.08528,61.5220863,0.974,0.179,98.846
0.04,0.08,0.88,28.8155072,91.7876657,19.08528,61.5220863,1.025,0.132,98.842
0.04,0.1,0.86,28.6496803,91.7876657,19.08528,61.5220863,0.966,0.138,98.896
0.04,0.12,0.84,28.6542821,91.7876657,19.08528,61.5220863,0.988,0.258,98.754
0.04,0.14,0.8200000000000001,28.8727013,91.7876657,19.08528,61.5220863,1.02,0.293,98.688
0.04,0.16,0.8,29.2449999,91.7876657,19.08528,61.5220863,1.07,0.349,98.581
0.04,0.18,0.78,29.7837356,91.7876657,19.08528,61.5220863,1.123,0.428,98.449
0.04,0.2,0.76,30.4527143,91.7876657,19.08528,61.5220863,1.178,0.568,98.254
0.04,0.22,0.74,31.2483836,91.7876657,19.08528,61.5220863,1.23,0.662,98.109
0.04,0.24,0.72,32.2030013,91.7876657,19.08528,61.5220863,1.369,0.433,98.198
0.04,0.26,0.7000000000000001,33.0485158,91.7876657,19.08528,61.5220863,1.553,1.127,97.32
0.04,0.28,0.68,34.0393195,91.7876657,19.08528,61.5220863,1.648,1.519,96.832
0.04,0.3,0.66,35.0627183,91.7876657,19.08528,61.5220863,1.746,2.079,96.176
0.04,0.32,0.64,36.0484867,91.7876657,19.08528,61.5220863,1.85,2.869,95.281
0.04,0.34,0.62,37.0256553,91.7876657,19.08528,61.5220863,1.957,3.921,94.122
0.04,0.36,0.6,37.9720784,91.7876657,19.08528,61.5220863,2.052,5.248,92.7
0.04,0.38,0.58,38.7897682,91.7876657,19.08528,61.5220863,2.354,6.767,90.879
0.04,0.4,0.56,39.6387201,91.7876657,19.08528,61.5220863,2.471,8.606,88.923
0.04,0.42,0.54,40.3902716,91.7876657,19.08528,61.5220863,2.582,10.78,86.638
0.04,0.44,0.52,41.0611071,91.7876657,19.08528,61.5220863,2.68,13.322,83.998
0.04,0.46,0.5,41.6301646,91.7876657,19.08528,61.5220863,2.754,16.213,81.033
0.04,0.48,0.48,42.0537911,91.7876657,19.08528,61.5220863,2.81,19.604,77.586
0.04,0.5,0.46,42.3970792,91.7876657,19.08528,61.5220863,2.529,23.921,73.551
0.04,0.52,0.44,42.5181303,91.7876657,19.08528,61.5220863,2.542,28.194,69.265
0.04,0.54,0.42,42.4557572,91.7876657,19.08528,61.5220863,2.505,32.82,64.675
0.04,0.56,0.4,42.2487896,91.7876657,19.08528,61.5220863,2.351,37.8,59.849
0.04,0.58,0.38,41.8133657,91.7876657,19.08528,61.5220863,2.321,42.892,54.787
0.04,0.6,0.36,41.1615924,91.7876657,19.08528,61.5220863,2.269,48.045,49.686
0.04,0.62,0.34,40.3368898,91.7876657,19.08528,61.5220863,2.205,53.181,44.613
0.04,0.64,0.32,39.3125812,91.7876657,19.08528,61.5220863,2.128,58.231,39.641
0.04,0.66,0.3,38.1078454,91.7876657,19.08528,61.5220863,2.038,63.069,34.893
0.04,0.68,0.28,36.7348555,91.7876657,19.08528,61.5220863,1.939,67.64,30.421
0.04,0.7000000000000001,0.26,35.2602127,91.7876657,19.08528,61.5220863,1.825,71.902,26.273
0.04,0.72,0.24,33.6629041,91.7876657,19.08528,61.5220863,1.706,75.83,22.464
0.04,0.74,0.22,32.020918,91.7876657,19.08528,61.5220863,1.576,79.424,19.0
0.04,0.76,0.2,30.3162789,91.7876657,19.08528,61.5220863,1.542,82.611,15.847
0.04,0.78,0.18,28.6811655,91.7876657,19.08528,61.5220863,1.404,85.563,13.033
0.04,0.8,0.16,27.1360432,91.7876657,19.08528,61.5220863,1.314,88.147,10.539
0.04,0.8200000000000001,0.14,25.5259389,91.7876657,19.08528,61.5220863,1.354,89.518,9.128
0.04,0.84,0.12,24.6225801,91.7876657,19.08528,61.5220863,1.128,91.759,7.113
0.04,0.86,0.1,24.1755656,91.7876657,19.08528,61.5220863,1.027,93.604,5.369
0.04,0.88,0.08,24.2413186,91.7876657,19.08528,61.5220863,0.938,95.217,3.846
0.04,0.9,0.06,24.743238,91.7876657,19.08528,61.5220863,0.864,96.594,2.542
0.04,0.92,0.04,25.626102,91.7876657,19.08528,61.5220863,0.564,98.034,1.402
0.04,0.9400000000000001,0.02,26.7191487,91.7876657,19.08528,0.0,0.596,99.404,0.0
0.04,0.96,0.0,27.9706686,91.7876657,19.08528,0.0,0.742,99.258,0.0
0.06,0.0,0.9400000000000001,31.6650338,91.7876657,0.0,61.5220863,1.023,0.0,98.977
0.06,0.02,0.92,30.5275561,91.7876657,19.08528,61.5220863,1.102,0.139,98.759
0.06,0.04,0.9,29.673699,91.7876657,19.08528,61.5220863,1.148,0.071,98.781
0.06,0.06,0.88,29.0861311,91.7876657,19.08528,61.5220863,1.053,0.081,98.866
0.06,0.08,0.86,28.6923773,91.7876657,19.08528,61.5220863,1.07,0.202,98.729
0.06,0.1,0.84,28.5303273,91.7876657,19.08528,61.5220863,1.17,0.01,98.821
0.06,0.12,0.8200000000000001,28.5603815,91.7876657,19.08528,61.5220863,1.159,0.172,98.669
0.06,0.14,0.8,28.7756335,91.7876657,19.08528,61.5220863,1.209,0.294,98.497
0.06,0.16,0.78,29.1635519,91.7876657,19.08528,61.5220863,1.268,0.383,98.349
0.06,0.18,0.76,29.7115306,91.7876657,19.08528,61.5220863,1.329,0.466,98.205
0.06,0.2,0.74,30.408838,91.7876657,19.08528,61.5220863,1.453,0.367,98.18
0.06,0.22,0.72,31.1806743,91.7876657,19.08528,61.5220863,1.458,0.756,97.786
0.06,0.24,0.7000000000000001,32.0812456,91.7876657,19.08528,61.5220863,1.521,0.88,97.6
0.06,0.26,0.68,32.9313351,91.7876657,19.08528,61.5220863,1.838,1.335,96.827
0.06,0.28,0.66,33.9205673,91.7876657,19.08528,61.5220863,1.945,1.817,96.239
0.06,0.3,0.64,34.888437,91.7876657,19.08528,61.5220863,2.059,2.496,95.445
0.06,0.32,0.62,35.8532132,91.7876657,19.08528,61.5220863,2.175,3.428,94.398
0.06,0.34,0.6,36.7886552,91.7876657,19.08528,61.5220863,2.295,4.629,93.076
0.06,0.36,0.58,37.6679119,91.7876657,19.08528,61.5220863,2.412,6.078,91.511
0.06,0.38,0.56,38.5194451,91.7876657,19.08528,61.5220863,2.527,7.791,89.682
0.06,0.4,0.54,39.3187439,91.7876657,19.08528,61.5220863,2.623,9.818,87.559
0.06,0.42,0.52,39.9891314,91.7876657,19.08528,61.5220863,2.845,12.085,85.07
0.06,0.44,0.5,40.5863293,91.7876657,19.08528,61.5220863,2.94,14.861,82.199
0.06,0.46,0.48,41.0724861,91.7876657,19.08528,61.5220863,3.014,18.027,78.96
0.06,0.48,0.46,41.4697719,91.7876657,19.08528,61.5220863,2.897,22.033,75.071
0.06,0.5,0.44,41.6385783,91.7876657,19.08528,61.5220863,2.901,26.157,70.941
0.06,0.52,0.42,41.6608521,91.7876657,19.08528,61.5220863,2.897,30.661,66.443
0.06,0.54,0.4,41.5180516,91.7876657,19.08528,61.5220863,2.741,35.502,61.757
0.06,0.56,0.38,41.163711,91.7876657,19.08528,61.5220863,2.722,40.516,56.762
0.06,0.58,0.36,40.6314453,91.7876657,19.08528,61.5220863,2.686,45.666,51.648
0.06,0.6,0.34,39.8777212,91.7876657,19.08528,61.5220863,2.628,50.824,46.548
0.06,0.62,0.32,38.9360718,91.7876657,19.08528,61.5220863,2.55,55.95,41.5
0.06,0.64,0.3,37.8121382,91.7876657,19.08528,61.5220863,2.458,60.889,36.653
0.06,0.66,0.28,36.5169413,91.7876657,19.08528,61.5220863,2.348,65.606,32.047
0.06,0.68,0.26,35.0868234,91.7876657,19.08528,61.5220863,2.234,70.006,27.76
0.06,0.7000000000000001,0.24,33.5377161,91.7876657,19.08528,61.5220863,2.112,74.089,23.799
0.06,0.72,0.22,31.9215813,91.7876657,19.08528,61.5220863,1.968,77.834,20.199
0.06,0.74,0.2,30.2667771,91.7876657,19.08528,61.5220863,1.822,81.237,16.941
0.06,0.76,0.18,28.6319208,91.7876657,19.08528,61.5220863,1.663,84.311,14.026
0.06,0.78,0.16,26.6591451,91.7876657,19.08528,61.5220863,1.726,85.884,12.39
0.06,0.8,0.14,25.3038404,91.7876657,19.08528,61.5220863,1.576,88.401,10.023
0.06,0.8200000000000001,0.12,24.3443385,91.7876657,19.08528,61.5220863,1.308,90.812,7.88
0.06,0.84,0.1,23.7826081,91.7876657,19.08528,61.5220863,1.202,92.782,6.016
0.06,0.86,0.08,23.7626701,91.7876657,19.08528,61.5220863,1.103,94.506,4.391
0.06,0.88,0.06,24.2383404,91.7876657,19.08528,61.5220863,1.004,95.988,3.008
0.06,0.9,0.04,25.1172476,91.7876657,19.08528,61.5220863,0.777,97.492,1.731
0.06,0.92,0.02,26.2212317,91.7876657,19.08528,61.5220863,0.775,98.959,0.266
0.06,0.9400000000000001,0.0,27.4720261,91.7876657,19.08528,0.0,0.674,99.326,0.0
0.08,0.0,0.92,31.5001289,91.7876657,0.0,61.5220863,1.165,0.0,98.835
0.08,0.02,0.9,30.4330827,91.7876657,19.08528,61.5220863,1.259,0.158,98.583
0.08,0.04,0.88,29.6497744,91.7876657,19.08528,61.5220863,1.252,0.07,98.679
0.08,0.06,0.86,29.0636353,91.7876657,19.08528,61.5220863,1.293,0.054,98.653
0.08,0.08,0.84,28.7072551,91.7876657,19.08528,61.5220863,1.297,0.023,98.681
0.08,0.1,0.8200000000000001,28.5472244,91.7876657,19.08528,61.5220863,1.364,0.102,98.534
0.08,0.12,0.8,28.591075,91.7876657,19.08528,61.5220863,1.375,0.149,98.476
0.08,0.14,0.78,28.8053985,91.7876657,19.08528,61.5220863,1.429,0.254,98.318
0.08,0.16,0.76,29.1919282,91.7876657,19.08528,61.5220863,1.494,0.411,98.095
0.08,0.18,0.74,29.7214626,91.7876657,19.08528,61.5220863,1.563,0.595,97.842
0.08,0.2,0.72,30.3912922,91.7876657,19.08528,61.5220863,1.638,0.707,97.655
0.08,0.22,0.7000000000000001,31.1846318,91.7876657,19.08528,61.5220863,1.714,0.85,97.436
0.08,0.24,0.68,32.0908125,91.7876657,19.08528,61.5220863,1.789,0.998,97.214
0.08,0.26,0.66,32.8891031,91.7876657,19.08528,61.5220863,2.154,1.59,96.256
0.08,0.28,0.64,33.8311652,91.7876657,19.08528,61.5220863,2.281,2.175,95.544
0.08,0.3,0.62,34.7609202,91.7876657,19.08528,61.5220863,2.412,2.988,94.6
0.08,0.32,0.6,35.6872607,91.7876657,19.08528,61.5220863,2.54,4.063,93.396
0.08,0.34,0.58,36.5632383,91.7876657,19.08528,61.5220863,2.677,5.398,91.925
0.08,0.36,0.56,37.415889,91.7876657,19.08528,61.5220863,2.807,6.983,90.21
0.08,0.38,0.54,38.2202522,91.7876657,19.08528,61.5220863,2.926,8.852,88.223
0.08,0.4,0.52,38.9270449,91.7876657,19.08528,61.5220863,3.048,11.033,85.918
0.08,0.42,0.5,39.5610819,91.7876657,19.08528,61.5220863,3.137,13.632,83.231
0.08,0.44,0.48,40.091495,91.7876657,19.08528,61.5220863,3.217,16.67,80.113
0.08,0.46,0.46,40.5238987,91.7876657,19.08528,61.5220863,3.281,19.892,76.827
0.08,0.48,0.44,40.7723843,91.7876657,19.08528,61.5220863,3.297,24.196,72.507
0.08,0.5,0.42,40.8790723,91.7876657,19.08528,61.5220863,3.161,28.565,68.274
0.08,0.52,0.4,40.803543,91.7876657,19.08528,61.5220863,3.175,33.255,63.57
0.08,0.54,0.38,40.5414412,91.7876657,19.08528,61.5220863,3.178,38.193,58.629
0.08,0.56,0.36,40.0659728,91.7876657,19.08528,61.5220863,3.154,43.273,53.573
0.08,0.58,0.34,39.4201296,91.7876657,19.08528,61.5220863,3.101,48.445,48.454
0.08,0.6,0.32,38.5646785,91.7876657,19.08528,61.5220863,3.032,53.597,43.371
0.08,0.62,0.3,37.51714,91.7876657,19.08528,61.5220863,2.938,58.631,38.431
0.08,0.64,0.28,36.2973331,91.7876657,19.08528,61.5220863,2.824,63.469,33.707
0.08,0.66,0.26,34.9342505,91.7876657,19.08528,61.5220863,2.696,68.01,29.294
0.08,0.68,0.24,33.4402089,91.7876657,19.08528,61.5220863,2.557,72.235,25.207
0.08,0.7000000000000001,0.22,31.8713238,91.7876657,19.08528,61.5220863,2.406,76.142,21.452
0.08,0.72,0.2,30.2492394,91.7876657,19.08528,61.5220863,2.242,79.714,18.044
0.08,0.74,0.18,28.6385927,91.7876657,19.08528,61.5220863,2.069,82.92,15.01
0.08,0.76,0.16,26.5602191,91.7876657,19.08528,61.5220863,1.99,84.517,13.494
0.08,0.78,0.14,25.2498798,91.7876657,19.08528,61.5220863,1.665,87.364,10.971
0.08,0.8,0.12,24.1540448,91.7876657,19.08528,61.5220863,1.551,89.724,8.726
0.08,0.8200000000000001,0.1,23.511471,91.7876657,19.08528,61.5220863,1.437,91.819,6.744
0.08,0.84,0.08,23.3942966,91.7876657,19.08528,61.5220863,1.327,93.669,5.003
0.08,0.86,0.06,23.8879818,91.7876657,19.08528,61.5220863,1.045,95.577,3.378
0.08,0.88,0.04,24.6939469,91.7876657,19.08528,61.5220863,1.0,96.835,2.165
0.08,0.9,0.02,25.805743,91.7876657,19.08528,61.5220863,0.941,97.994,1.065
0.08,0.92,0.0,27.0970453,91.7876657,19.08528,0.0,0.923,99.077,0.0
0.1,0.0,0.9,31.5390774,91.7876657,0.0,61.5220863,1.264,0.0,98.736
0.1,0.02,0.88,30.5243504,91.7876657,19.08528,61.5220863,1.365,0.009,98.626
0.1,0.04,0.86,29.7470831,91.7876657,19.08528,61.5220863,1.425,0.032,98.543
0.1,0.06,0.84,29.1874709,91.7876657,19.08528,61.5220863,1.486,0.076,98.438
0.1,0.08,0.8200000000000001,28.8377622,91.7876657,19.08528,61.5220863,1.555,0.098,98.347
0.1,0.1,0.8,28.7020072,91.7876657,19.08528,61.5220863,1.536,0.113,98.351
0.1,0.12,0.78,28.7329946,91.7876657,19.08528,61.5220863,1.601,0.186,98.213
0.1,0.14,0.76,28.9506996,91.7876657,19.08528,61.5220863,1.672,0.296,98.032
0.1,0.16,0.74,29.3277848,91.7876657,19.08528,61.5220863,1.749,0.407,97.844
0.1,0.18,0.72,29.8615601,91.7876657,19.08528,61.5220863,1.83,0.552,97.618
0.1,0.2,0.7000000000000001,30.5056352,91.7876657,19.08528,61.5220863,1.915,0.809,97.277
0.1,0.22,0.68,31.3223838,91.7876657,19.08528,61.5220863,2.12,0.593,97.287
0.1,0.24,0.66,32.2021435,91.7876657,19.08528,61.5220863,2.196,0.814,96.989
0.1,0.26,0.64,32.8978612,91.7876657,19.08528,61.5220863,2.514,1.894,95.592
0.1,0.28,0.62,33.7975337,91.7876657,19.08528,61.5220863,2.658,2.604,94.738
0.1,0.3,0.6,34.6829768,91.7876657,19.08528,61.5220863,2.807,3.554,93.639
0.1,0.32,0.58,35.5366004,91.7876657,19.08528,61.5220863,2.954,4.773,92.273
0.1,0.34,0.56,36.3852016,91.7876657,19.08528,61.5220863,3.098,6.235,90.667
0.1,0.36,0.54,37.1814147,91.7876657,19.08528,61.5220863,3.244,7.968,88.788
0.1,0.38,0.52,37.919012,91.7876657,19.08528,61.5220863,3.376,10.009,86.615
0.1,0.4,0.5,38.5634396,91.7876657,19.08528,61.5220863,3.493,12.385,84.121
0.1,0.42,0.48,39.1249473,91.7876657,19.08528,61.5220863,3.599,15.216,81.184
0.1,0.44,0.46,39.5737252,91.7876657,19.08528,61.5220863,3.7,18.39,77.91
0.1,0.46,0.44,39.9364717,91.7876657,19.08528,61.5220863,3.557,22.354,74.089
0.1,0.48,0.42,40.0855517,91.7876657,19.08528,61.5220863,3.61,26.54,69.85
0.1,0.5,0.4,40.0763919,91.7876657,19.08528,61.5220863,3.659,31.015,65.326
0.1,0.52,0.38,39.886979,91.7876657,19.08528,61.5220863,3.68,35.876,60.443
0.1,0.54,0.36,39.5077801,91.7876657,19.08528,61.5220863,3.674,40.885,55.441
0.1,0.56,0.34,38.94102,91.7876657,19.08528,61.5220863,3.634,46.05,50.316
0.1,0.58,0.32,38.1820898,91.7876657,19.08528,61.5220863,3.565,51.221,45.213
0.1,0.6,0.3,37.223182,91.7876657,19.08528,61.5220863,3.468,56.31,40.222
0.1,0.62,0.28,36.0798613,91.7876657,19.08528,61.5220863,3.35,61.263,35.386
0.1,0.64,0.26,34.7949292,91.7876657,19.08528,61.5220863,3.211,65.961,30.829
0.1,0.66,0.24,33.3686698,91.7876657,19.08528,61.5220863,3.063,70.33,26.607
0.1,0.68,0.22,31.851945,91.7876657,19.08528,61.5220863,2.908,74.357,22.735
0.1,0.7000000000000001,0.2,30.2723114,91.7876657,19.08528,61.5220863,2.711,78.103,19.186
0.1,0.72,0.18,28.0781017,91.7876657,19.08528,61.5220863,2.449,79.959,17.593
0.1,0.74,0.16,26.5237856,91.7876657,19.08528,61.5220863,2.285,83.027,14.688
0.1,0.76,0.14,25.2204725,91.7876657,19.08528,61.5220863,1.959,85.996,12.046
0.1,0.78,0.12,24.087268,91.7876657,19.08528,61.5220863,1.829,88.495,9.677
0.1,0.8,0.1,23.3732176,91.7876657,19.08528,61.5220863,1.705,90.731,7.563
0.1,0.8200000000000001,0.08,23.2781834,91.7876657,19.08528,61.5220863,1.344,93.135,5.521
0.1,0.84,0.06,23.5729914,91.7876657,19.08528,61.5220863,1.305,94.758,3.937
0.1,0.86,0.04,24.3619667,91.7876657,19.08528,61.5220863,1.254,96.117,2.629
0.1,0.88,0.02,25.5773469,91.7876657,19.08528,61.5220863,1.233,98.031,0.736
0.1,0.9,0.0,26.8297539,91.7876657,19.08528,0.0,1.276,98.724,0.0
0.12,0.0,0.88,31.7228864,91.7876657,0.0,61.5220863,1.438,0.0,98.562
0.12,0.02,0.86,30.7527659,91.7876657,19.08528,61.5220863,1.566,0.001,98.433
0.12,0.04,0.84,30.004092,91.7876657,19.08528,61.5220863,1.636,0.032,98.332
0.12,0.06,0.8200000000000001,29.457118,91.7876657,19.08528,61.5220863,1.708,0.086,98.206
