alpha_F,alpha_T,alpha_N,Rwp,sizeF,sizeT,sizeN,concF,concT,concN
0.12,0.04,0.84,24.3148734,91.7876657,19.08528,61.5220863,4.662,0.083,95.255
0.12,0.06,0.8200000000000001,24.1342377,91.7876657,19.08528,61.5220863,4.846,0.6,94.554
0.12,0.08,0.8,24.0447064,91.7876657,19.08528,61.5220863,4.989,1.241,93.77
0.12,0.1,0.78,24.0409602,91.7876657,19.08528,61.5220863,5.171,1.967,92.862
0.12,0.12,0.76,24.2815096,91.7876657,19.08528,61.5220863,5.01,1.319,93.672
0.12,0.14,0.74,24.4936995,91.7876657,19.08528,61.5220863,5.084,1.999,92.917
0.12,0.16,0.72,24.6824814,91.7876657,19.08528,61.5220863,5.339,3.462,91.198
0.12,0.18,0.7000000000000001,25.014852,91.7876657,19.08528,61.5220863,5.507,4.45,90.042
0.12,0.2,0.68,24.7260316,91.7876657,19.08528,61.5220863,5.687,8.866,85.446
0.12,0.22,0.66,25.0037594,91.7876657,19.08528,61.5220863,5.847,10.573,83.58
0.12,0.24,0.64,25.2787525,91.7876657,19.08528,61.5220863,5.968,12.46,81.573
0.12,0.26,0.62,25.559603,91.7876657,19.08528,61.5220863,6.157,14.57,79.273
0.12,0.28,0.6,25.8457826,91.7876657,19.08528,61.5220863,6.263,16.879,76.858
0.12,0.3,0.58,26.1892878,91.7876657,19.08528,61.5220863,6.302,19.382,74.316
0.12,0.32,0.56,26.4937882,91.7876657,19.08528,61.5220863,6.36,22.061,71.579
0.12,0.34,0.54,26.7604051,91.7876657,19.08528,61.5220863,6.437,24.936,68.627
0.12,0.36,0.52,26.9870857,91.7876657,19.08528,61.5220863,6.525,27.964,65.511
0.12,0.38,0.5,27.2015081,91.7876657,19.08528,61.5220863,6.524,31.234,62.242
0.12,0.4,0.48,27.3570601,91.7876657,19.08528,61.5220863,6.604,34.548,58.848
0.12,0.42,0.46,27.4917971,91.7876657,19.08528,61.5220863,6.468,38.165,55.366
0.12,0.44,0.44,27.5542692,91.7876657,19.08528,61.5220863,6.467,41.756,51.777
0.12,0.46,0.42,27.6290843,91.7876657,19.08528,61.5220863,6.356,45.819,47.825
0.12,0.48,0.4,27.5936495,91.7876657,19.08528,61.5220863,6.225,49.601,44.174
0.12,0.5,0.38,27.4980458,91.7876657,19.08528,61.5220863,6.1,53.356,40.544
0.12,0.52,0.36,27.33568,91.7876657,19.08528,61.5220863,5.927,57.057,37.016
0.12,0.54,0.34,27.154529,91.7876657,19.08528,61.5220863,5.707,60.794,33.498
0.12,0.56,0.32,26.899783,91.7876657,19.08528,61.5220863,5.568,64.202,30.231
0.12,0.58,0.3,26.6393179,91.7876657,19.08528,61.5220863,5.287,67.68,27.032
0.12,0.6,0.28,26.3230216,91.7876657,19.08528,61.5220863,5.065,70.882,24.054
0.12,0.62,0.26,25.9894409,91.7876657,19.08528,61.5220863,4.813,73.882,21.305
0.12,0.64,0.24,25.603058,91.7876657,19.08528,61.5220863,4.617,76.665,18.718
0.12,0.66,0.22,25.2425471,91.7876657,19.08528,61.5220863,4.475,79.218,16.308
0.12,0.68,0.2,24.8531464,91.7876657,19.08528,61.5220863,4.247,81.688,14.065
0.12,0.7000000000000001,0.18,24.5278215,91.7876657,19.08528,61.5220863,3.947,84.009,12.044
0.12,0.72,0.16,24.1635761,91.7876657,19.08528,61.5220863,3.792,86.014,10.193
0.12,0.74,0.14,23.9246876,91.7876657,19.08528,61.5220863,3.602,87.807,8.59
0.12,0.76,0.12,23.7751036,91.7876657,19.08528,61.5220863,3.318,89.522,7.16
0.12,0.78,0.1,23.7942491,91.7876657,19.08528,61.5220863,3.574,91.27,5.156
0.12,0.8,0.08,23.9261645,91.7876657,19.08528,61.5220863,3.446,92.528,4.026
0.12,0.8200000000000001,0.06,24.3026079,91.7876657,19.08528,61.5220863,3.259,93.683,3.058
0.12,0.84,0.04,24.9202185,91.7876657,19.08528,61.5220863,3.116,94.658,2.226
0.12,0.86,0.02,25.721671,91.7876657,19.08528,61.5220863,3.001,95.507,1.492
0.12,0.88,0.0,26.7051213,91.7876657,19.08528,0.0,3.077,96.923,0.0
0.14,0.0,0.86,25.0662114,91.7876657,0.0,61.5220863,5.085,0.0,94.915
0.14,0.02,0.84,24.6453378,91.7876657,0.0,61.5220863,5.308,0.0,94.692
0.14,0.04,0.8200000000000001,24.3336242,91.7876657,0.0,61.5220863,5.491,0.0,94.509
0.14,0.06,0.8,24.122445,91.7876657,19.08528,61.5220863,5.655,0.545,93.8
0.14,0.08,0.78,23.9977756,91.7876657,19.08528,61.5220863,5.929,1.22,92.851
0.14,0.1,0.76,23.965106,91.7876657,19.08528,61.5220863,6.084,1.964,91.952
0.14,0.12,0.74,23.9935929,91.7876657,19.08528,61.5220863,6.276,2.881,90.843
0.14,0.14,0.72,24.3616046,91.7876657,19.08528,61.5220863,6.103,2.006,91.892
0.14,0.16,0.7000000000000001,24.6468355,91.7876657,19.08528,61.5220863,6.257,2.63,91.113
0.14,0.18,0.68,24.8743381,91.7876657,19.08528,61.5220863,6.478,4.605,88.917
0.14,0.2,0.66,24.5045582,91.7876657,19.08528,61.5220863,6.691,9.137,84.172
0.14,0.22,0.64,24.7506341,91.7876657,19.08528,61.5220863,6.884,10.916,82.2
0.14,0.24,0.62,25.0051534,91.7876657,19.08528,61.5220863,7.053,12.851,80.097
0.14,0.26,0.6,25.2692046,91.7876657,19.08528,61.5220863,7.184,15.06,77.756
0.14,0.28,0.58,25.6042344,91.7876657,19.08528,61.5220863,7.284,17.38,75.336
0.14,0.3,0.56,25.8697734,91.7876657,19.08528,61.5220863,7.418,19.936,72.646
0.14,0.32,0.54,26.1300172,91.7876657,19.08528,61.5220863,7.574,22.632,69.794
0.14,0.34,0.52,26.3752556,91.7876657,19.08528,61.5220863,7.605,25.65,66.745
0.14,0.36,0.5,26.6219236,91.7876657,19.08528,61.5220863,7.562,28.82,63.618
0.14,0.38,0.48,26.8200191,91.7876657,19.08528,61.5220863,7.691,31.982,60.327
0.14,0.4,0.46,26.9649027,91.7876657,19.08528,61.5220863,7.649,35.497,56.854
0.14,0.42,0.44,27.1344195,91.7876657,19.08528,61.5220863,7.69,38.96,53.35
0.14,0.44,0.42,27.334906,91.7876657,19.08528,61.5220863,7.722,43.09,49.188
0.14,0.46,0.4,27.213819,91.7876657,19.08528,61.5220863,7.546,46.862,45.592
0.14,0.48,0.38,27.119322,91.7876657,19.08528,61.5220863,7.338,50.725,41.937
0.14,0.5,0.36,27.0060245,91.7876657,19.08528,61.5220863,7.171,54.49,38.339
0.14,0.52,0.34,26.8499037,91.7876657,19.08528,61.5220863,6.975,58.184,34.841
0.14,0.54,0.32,26.6816239,91.7876657,19.08528,61.5220863,6.591,61.925,31.483
0.14,0.56,0.3,26.4306647,91.7876657,19.08528,61.5220863,6.362,65.439,28.198
0.14,0.58,0.28,26.1243058,91.7876657,19.08528,61.5220863,6.216,68.65,25.134
0.14,0.6,0.26,25.8196506,91.7876657,19.08528,61.5220863,5.963,71.823,22.214
0.14,0.62,0.24,25.4952149,91.7876657,19.08528,61.5220863,5.698,74.725,19.578
0.14,0.64,0.22,25.1755416,91.7876657,19.08528,61.5220863,5.442,77.537,17.02
0.14,0.66,0.2,24.8194519,91.7876657,19.08528,61.5220863,5.193,80.083,14.723
0.14,0.68,0.18,24.5019481,91.7876657,19.08528,61.5220863,4.968,82.461,12.571
0.14,0.7000000000000001,0.16,24.1813479,91.7876657,19.08528,61.5220863,4.728,84.564,10.707
0.14,0.72,0.14,23.9981318,91.7876657,19.08528,61.5220863,4.391,86.717,8.892
0.14,0.74,0.12,23.8890221,91.7876657,19.08528,61.5220863,4.682,88.571,6.747
0.14,0.76,0.1,23.8861892,91.7876657,19.08528,61.5220863,4.493,90.193,5.314
0.14,0.78,0.08,24.0012373,91.7876657,19.08528,61.5220863,4.283,91.487,4.229
0.14,0.8,0.06,24.3955253,91.7876657,19.08528,61.5220863,4.103,92.683,3.214
0.14,0.8200000000000001,0.04,25.0169768,91.7876657,19.08528,61.5220863,3.911,93.773,2.316
0.14,0.84,0.02,25.8499262,91.7876657,19.08528,61.5220863,3.727,94.742,1.531
0.14,0.86,0.0,26.8525566,91.7876657,19.08528,0.0,3.766,96.234,0.0
0.16,0.0,0.84,25.2219473,91.7876657,0.0,61.5220863,5.912,0.0,94.088
0.16,0.02,0.8200000000000001,24.7503023,91.7876657,19.08528,61.5220863,6.22,0.0,93.78
0.16,0.04,0.8,24.3986255,91.7876657,0.0,61.5220863,6.427,0.0,93.573
0.16,0.06,0.78,24.151811,91.7876657,19.08528,61.5220863,6.586,0.627,92.787
0.16,0.08,0.76,23.9963568,91.7876657,19.08528,61.5220863,6.94,1.22,91.84
0.16,0.1,0.74,23.9211553,91.7876657,19.08528,61.5220863,7.16,2.019,90.822
0.16,0.12,0.72,23.9123718,91.7876657,19.08528,61.5220863,7.421,2.933,89.646
0.16,0.14,0.7000000000000001,23.8274518,91.7876657,19.08528,61.5220863,7.4,5.32,87.281
0.16,0.16,0.68,24.5464344,91.7876657,19.08528,61.5220863,7.366,2.665,89.969
0.16,0.18,0.66,24.9040805,91.7876657,19.08528,61.5220863,7.569,3.39,89.041
0.16,0.2,0.64,25.1260496,91.7876657,19.08528,61.5220863,7.839,5.617,86.545
0.16,0.22,0.62,25.5134233,91.7876657,19.08528,61.5220863,8.102,7.19,84.708
0.16,0.24,0.6,24.7898743,91.7876657,19.08528,61.5220863,8.248,13.284,78.468
0.16,0.26,0.58,25.0553765,91.7876657,19.08528,61.5220863,8.426,15.436,76.138
0.16,0.28,0.56,25.3580061,91.7876657,19.08528,61.5220863,8.551,17.804,73.646
0.16,0.3,0.54,25.637314,91.7876657,19.08528,61.5220863,8.668,20.398,70.935
0.16,0.32,0.52,25.8738231,91.7876657,19.08528,61.5220863,8.823,23.222,67.956
0.16,0.34,0.5,26.1000636,91.7876657,19.08528,61.5220863,8.87,26.222,64.907
0.16,0.36,0.48,26.3290456,91.7876657,19.08528,61.5220863,8.93,29.377,61.693
0.16,0.38,0.46,26.5468092,91.7876657,19.08528,61.5220863,8.989,32.671,58.34
0.16,0.4,0.44,26.7739774,91.7876657,19.08528,61.5220863,8.974,36.075,54.952
0.16,0.42,0.42,26.8751298,91.7876657,19.08528,61.5220863,8.923,39.716,51.36
0.16,0.44,0.4,26.9099483,91.7876657,19.08528,61.5220863,8.954,44.126,46.92
0.16,0.46,0.38,26.7780154,91.7876657,19.08528,61.5220863,8.793,47.946,43.261
0.16,0.48,0.36,26.7310849,91.7876657,19.08528,61.5220863,8.386,51.937,39.677
0.16,0.5,0.34,26.5955957,91.7876657,19.08528,61.5220863,8.194,55.685,36.121
0.16,0.52,0.32,26.428336,91.7876657,19.08528,61.5220863,7.98,59.344,32.677
0.16,0.54,0.3,26.2072943,91.7876657,19.08528,61.5220863,7.73,62.881,29.389
0.16,0.56,0.28,25.9476209,91.7876657,19.08528,61.5220863,7.558,66.243,26.198
0.16,0.58,0.26,25.6694908,91.7876657,19.08528,61.5220863,7.269,69.538,23.194
0.16,0.6,0.24,25.3809812,91.7876657,19.08528,61.5220863,7.018,72.619,20.363
0.16,0.62,0.22,25.1017291,91.7876657,19.08528,61.5220863,6.663,75.581,17.757
0.16,0.64,0.2,24.7893959,91.7876657,19.08528,61.5220863,6.406,78.276,15.319
0.16,0.66,0.18,24.5250039,91.7876657,19.08528,61.5220863,6.007,80.782,13.211
0.16,0.68,0.16,24.3075852,91.7876657,19.08528,61.5220863,5.675,83.189,11.136
0.16,0.7000000000000001,0.14,24.0811815,91.7876657,19.08528,61.5220863,6.076,85.267,8.657
0.16,0.72,0.12,23.9981403,91.7876657,19.08528,61.5220863,5.747,87.245,7.008
0.16,0.74,0.1,23.9854262,91.7876657,19.08528,61.5220863,5.615,88.879,5.506
0.16,0.76,0.08,24.1264734,91.7876657,19.08528,61.5220863,5.196,90.347,4.457
0.16,0.78,0.06,24.5276112,91.7876657,19.08528,61.5220863,4.978,91.65,3.372
0.16,0.8,0.04,25.1611277,91.7876657,19.08528,61.5220863,4.765,92.844,2.391
0.16,0.8200000000000001,0.02,26.0051374,91.7876657,19.08528,61.5220863,4.525,93.858,1.618
0.16,0.84,0.0,27.0289001,91.7876657,19.08528,0.0,4.586,95.414,0.0
0.18,0.0,0.8200000000000001,25.3986856,91.7876657,0.0,61.5220863,6.879,0.0,93.121
0.18,0.02,0.8,24.914125,91.7876657,19.08528,61.5220863,7.17,0.011,92.819
0.18,0.04,0.78,24.5278599,91.7876657,19.08528,61.5220863,7.512,0.003,92.485
0.18,0.06,0.76,24.2313308,91.7876657,19.08528,61.5220863,7.585,0.755,91.66
0.18,0.08,0.74,24.038748,91.7876657,19.08528,61.5220863,7.882,1.178,90.939
0.18,0.1,0.72,23.9469656,91.7876657,19.08528,61.5220863,8.37,1.985,89.646
0.18,0.12,0.7000000000000001,23.9149181,91.7876657,19.08528,61.5220863,8.668,2.961,88.371
0.18,0.14,0.68,23.7665063,91.7876657,19.08528,61.5220863,8.625,5.591,85.785
0.18,0.16,0.66,23.8333327,91.7876657,19.08528,61.5220863,8.895,6.952,84.153
0.18,0.18,0.64,24.8170569,91.7876657,19.08528,61.5220863,8.815,3.596,87.589
0.18,0.2,0.62,25.2315025,91.7876657,19.08528,61.5220863,9.037,4.453,86.51
0.18,0.22,0.6,25.4190214,91.7876657,19.08528,61.5220863,9.373,7.216,83.411
0.18,0.24,0.58,24.5594936,91.7876657,19.08528,61.5220863,9.599,13.709,76.692
0.18,0.26,0.56,24.8265736,91.7876657,19.08528,61.5220863,9.786,15.908,74.306
0.18,0.28,0.54,25.1005712,91.7876657,19.08528,61.5220863,9.887,18.322,71.791
0.18,0.3,0.52,25.3466647,91.7876657,19.08528,61.5220863,10.074,20.944,68.982
0.18,0.32,0.5,25.5878346,91.7876657,19.08528,61.5220863,10.166,23.811,66.023
0.18,0.34,0.48,25.8045581,91.7876657,19.08528,61.5220863,10.333,26.826,62.842
0.18,0.36,0.46,26.0323971,91.7876657,19.08528,61.5220863,10.358,30.044,59.598
0.18,0.38,0.44,26.1205418,91.7876657,19.08528,61.5220863,10.354,33.547,56.099
0.18,0.4,0.42,26.2761461,91.7876657,19.08528,61.5220863,10.355,37.015,52.629
0.18,0.42,0.4,26.5109838,91.7876657,19.08528,61.5220863,10.203,41.609,48.188
0.18,0.44,0.38,26.5196858,91.7876657,19.08528,61.5220863,10.089,45.352,44.559
0.18,0.46,0.36,26.4820061,91.7876657,19.08528,61.5220863,9.956,49.109,40.935
0.18,0.48,0.34,26.3427274,91.7876657,19.08528,61.5220863,9.739,52.905,37.356
0.18,0.5,0.32,26.2003284,91.7876657,19.08528,61.5220863,9.493,56.593,33.915
0.18,0.52,0.3,26.0236007,91.7876657,19.08528,61.5220863,9.183,60.298,30.519
0.18,0.54,0.28,25.7821911,91.7876657,19.08528,61.5220863,8.992,63.736,27.272
0.18,0.56,0.26,25.589339,91.7876657,19.08528,61.5220863,8.595,67.254,24.151
0.18,0.58,0.24,25.326115,91.7876657,19.08528,61.5220863,8.316,70.42,21.264
0.18,0.6,0.22,25.0267956,91.7876657,19.08528,61.5220863,8.08,73.382,18.539
0.18,0.62,0.2,24.8657735,91.7876657,19.08528,61.5220863,7.52,76.453,16.027
0.18,0.64,0.18,24.6019813,91.7876657,19.08528,61.5220863,7.247,79.045,13.708
0.18,0.66,0.16,24.3335479,91.7876657,19.08528,61.5220863,7.693,81.338,10.969
0.18,0.68,0.14,24.1835692,91.7876657,19.08528,61.5220863,7.365,83.571,9.065
0.18,0.7000000000000001,0.12,24.0721571,91.7876657,19.08528,61.5220863,7.02,85.656,7.324
0.18,0.72,0.1,24.126099,91.7876657,19.08528,61.5220863,6.731,87.469,5.801
0.18,0.74,0.08,24.2735786,91.7876657,19.08528,61.5220863,6.322,89.023,4.655
0.18,0.76,0.06,24.6933172,91.7876657,19.08528,61.5220863,6.041,90.464,3.495
0.18,0.78,0.04,25.3335059,91.7876657,19.08528,61.5220863,5.794,91.732,2.474
0.18,0.8,0.02,26.1846913,91.7876657,19.08528,61.5220863,5.467,92.874,1.659
0.18,0.8200000000000001,0.0,27.2401731,91.7876657,19.08528,0.0,5.468,94.532,0.0
0.2,0.0,0.8,25.6235906,91.7876657,0.0,61.5220863,7.951,0.0,92.049
0.2,0.02,0.78,25.0971913,91.7876657,19.08528,61.5220863,8.318,0.031,91.651
0.2,0.04,0.76,24.6661971,91.7876657,19.08528,61.5220863,8.51,0.5,90.989
0.2,0.06,0.74,24.3355758,91.7876657,19.08528,61.5220863,8.788,0.853,90.359
0.2,0.08,0.72,24.1226889,91.7876657,19.08528,61.5220863,9.054,1.294,89.652
0.2,0.1,0.7000000000000001,24.0223546,91.7876657,19.08528,61.5220863,9.564,1.863,88.573
0.2,0.12,0.68,23.9506631,91.7876657,19.08528,61.5220863,10.01,2.824,87.167
0.2,0.14,0.66,23.9726551,91.7876657,19.08528,61.5220863,10.286,3.954,85.761
0.2,0.16,0.64,24.040366,91.7876657,19.08528,61.5220863,10.662,5.232,84.106
0.2,0.18,0.62,23.8208387,91.7876657,19.08528,61.5220863,10.54,8.829,80.631
0.2,0.2,0.6,25.1411919,91.7876657,19.08528,61.5220863,10.496,4.63,84.874
0.2,0.22,0.58,25.3233637,91.7876657,19.08528,61.5220863,10.807,7.54,81.653
0.2,0.24,0.56,25.7486394,91.7876657,19.08528,61.5220863,11.271,8.93,79.799
0.2,0.26,0.54,26.1910637,91.7876657,19.08528,61.5220863,11.68,10.698,77.622
0.2,0.28,0.52,24.8757743,91.7876657,19.08528,61.5220863,11.431,18.772,69.797
0.2,0.3,0.5,25.1256273,91.7876657,19.08528,61.5220863,11.517,21.468,67.015
0.2,0.32,0.48,25.3568288,91.7876657,19.08528,61.5220863,11.645,24.348,64.007
0.2,0.34,0.46,25.4730315,91.7876657,19.08528,61.5220863,11.842,27.617,60.541
0.2,0.36,0.44,25.7147983,91.7876657,19.08528,61.5220863,11.871,30.757,57.372
0.2,0.38,0.42,25.9151743,91.7876657,19.08528,61.5220863,11.835,34.121,54.044
0.2,0.4,0.4,26.0902331,91.7876657,19.08528,61.5220863,11.845,37.644,50.511
0.2,0.42,0.38,26.1357387,91.7876657,19.08528,61.5220863,11.853,42.353,45.794
0.2,0.44,0.36,26.2234755,91.7876657,19.08528,61.5220863,11.672,46.184,42.144
0.2,0.46,0.34,26.0753487,91.7876657,19.08528,61.5220863,11.447,49.941,38.612
0.2,0.48,0.32,25.9437298,91.7876657,19.08528,61.5220863,11.212,53.696,35.092
0.2,0.5,0.3,25.8161867,91.7876657,19.08528,61.5220863,10.936,57.426,31.637
0.2,0.52,0.28,25.7172872,91.7876657,19.08528,61.5220863,10.432,61.254,28.314
0.2,0.54,0.26,25.502558,91.7876657,19.08528,61.5220863,10.173,64.63,25.197
0.2,0.56,0.24,25.2625141,91.7876657,19.08528,61.5220863,9.829,67.911,22.259
0.2,0.58,0.22,25.1030067,91.7876657,19.08528,61.5220863,9.316,71.291,19.393
0.2,0.6,0.2,24.857085,91.7876657,19.08528,61.5220863,9.043,74.184,16.773
0.2,0.62,0.18,24.6041469,91.7876657,19.08528,61.5220863,9.534,76.807,13.66
0.2,0.64,0.16,24.4336388,91.7876657,19.08528,61.5220863,9.144,79.414,11.442
0.2,0.66,0.14,24.280177,91.7876657,19.08528,61.5220863,8.779,81.738,9.484
0.2,0.68,0.12,24.2175739,91.7876657,19.08528,61.5220863,8.39,83.913,7.698
0.2,0.7000000000000001,0.1,24.2251666,91.7876657,19.08528,61.5220863,7.842,85.926,6.232
0.2,0.72,0.08,24.4496378,91.7876657,19.08528,61.5220863,7.524,87.647,4.829
0.2,0.74,0.06,24.8463575,91.7876657,19.08528,61.5220863,7.24,89.122,3.637
0.2,0.76,0.04,25.4947576,91.7876657,19.08528,61.5220863,6.922,90.515,2.563
0.2,0.78,0.02,26.3645618,91.7876657,19.08528,61.5220863,6.592,91.747,1.66
0.2,0.8,0.0,27.4491705,91.7876657,19.08528,0.0,6.512,93.488,0.0
0.22,0.0,0.78,25.8730756,91.7876657,0.0,61.5220863,9.099,0.0,90.901
0.22,0.02,0.76,25.3086175,91.7876657,19.08528,61.5220863,9.532,0.087,90.381
0.22,0.04,0.74,24.8381878,91.7876657,19.08528,61.5220863,9.765,0.588,89.647
0.22,0.06,0.72,24.4792897,91.7876657,19.08528,61.5220863,10.103,0.996,88.901
0.22,0.08,0.7000000000000001,24.2328973,91.7876657,19.08528,61.5220863,10.389,1.497,88.114
0.22,0.1,0.68,24.1021395,91.7876657,19.08528,61.5220863,10.652,2.096,87.252
0.22,0.12,0.66,24.0312374,91.7876657,19.08528,61.5220863,11.417,2.734,85.849
0.22,0.14,0.64,24.0315396,91.7876657,19.08528,61.5220863,11.856,3.833,84.312
0.22,0.16,0.62,24.0825258,91.7876657,19.08528,61.5220863,12.227,5.141,82.632
0.22,0.18,0.6,23.770997,91.7876657,19.08528,61.5220863,12.032,9.185,78.783
0.22,0.2,0.58,23.8900227,91.7876657,19.08528,61.5220863,12.337,10.98,76.682
0.22,0.22,0.56,25.5514035,91.7876657,19.08528,61.5220863,12.668,5.668,81.664
0.22,0.24,0.54,25.6887926,91.7876657,19.08528,61.5220863,12.809,9.467,77.723
0.22,0.26,0.52,26.139522,91.7876657,19.08528,61.5220863,13.191,11.162,75.647
0.22,0.28,0.5,24.698796,91.7876657,19.08528,61.5220863,13.051,19.282,67.667
0.22,0.3,0.48,24.8621217,91.7876657,19.08528,61.5220863,13.281,22.092,64.627
0.22,0.32,0.46,25.0589078,91.7876657,19.08528,61.5220863,13.46,25.003,61.537
0.22,0.34,0.44,25.3366043,91.7876657,19.08528,61.5220863,13.405,28.076,58.519
0.22,0.36,0.42,25.4766181,91.7876657,19.08528,61.5220863,13.535,31.39,55.075
0.22,0.38,0.4,25.6940576,91.7876657,19.08528,61.5220863,13.463,34.774,51.763
0.22,0.4,0.38,25.7791242,91.7876657,19.08528,61.5220863,13.703,39.505,46.792
0.22,0.42,0.36,26.0527765,91.7876657,19.08528,61.5220863,13.503,43.182,43.315
0.22,0.44,0.34,25.9756198,91.7876657,19.08528,61.5220863,13.286,46.96,39.754
0.22,0.46,0.32,25.8192392,91.7876657,19.08528,61.5220863,13.078,50.632,36.29
0.22,0.48,0.3,25.6775389,91.7876657,19.08528,61.5220863,12.767,54.379,32.854
0.22,0.5,0.28,25.6196284,91.7876657,19.08528,61.5220863,12.128,58.377,29.495
0.22,0.52,0.26,25.4037147,91.7876657,19.08528,61.5220863,11.877,61.876,26.247
0.22,0.54,0.24,25.2044965,91.7876657,19.08528,61.5220863,11.545,65.288,23.167
0.22,0.56,0.22,25.0973445,91.7876657,19.08528,61.5220863,10.998,68.752,20.25
0.22,0.58,0.2,24.848615,91.7876657,19.08528,61.5220863,11.46,71.657,16.883
0.22,0.6,0.18,24.6657889,91.7876657,19.08528,61.5220863,11.104,74.662,14.234
0.22,0.62,0.16,24.508291,91.7876657,19.08528,61.5220863,10.812,77.273,11.915
0.22,0.64,0.14,24.3844028,91.7876657,19.08528,61.5220863,10.338,79.797,9.865
0.22,0.66,0.12,24.357061,91.7876657,19.08528,61.5220863,9.898,82.079,8.023
0.22,0.68,0.1,24.3804363,91.7876657,19.08528,61.5220863,9.303,84.18,6.517
0.22,0.7000000000000001,0.08,24.604084,91.7876657,19.08528,61.5220863,8.933,85.994,5.073
0.22,0.72,0.06,25.026875,91.7876657,19.08528,61.5220863,8.576,87.657,3.767
0.22,0.74,0.04,25.6687083,91.7876657,19.08528,61.5220863,8.123,89.167,2.711
0.22,0.76,0.02,26.5314888,91.7876657,19.08528,61.5220863,7.782,90.47,1.747
0.22,0.78,0.0,27.630777,91.7876657,19.08528,0.0,7.685,92.315,0.0
0.24,0.0,0.76,26.1107346,91.7876657,0.0,61.5220863,10.509,0.0,89.491
0.24,0.02,0.74,25.5261708,91.7876657,19.08528,61.5220863,10.974,0.028,88.999
0.24,0.04,0.72,25.0312013,91.7876657,19.08528,61.5220863,11.257,0.455,88.288
0.24,0.06,0.7000000000000001,24.6432667,91.7876657,19.08528,61.5220863,11.536,1.114,87.35
0.24,0.08,0.68,24.3521212,91.7876657,19.08528,61.5220863,11.88,1.62,86.5
0.24,0.1,0.66,24.1985759,91.7876657,19.08528,61.5220863,12.222,2.236,85.542
0.24,0.12,0.64,24.1433322,91.7876657,19.08528,61.5220863,12.565,2.905,84.53
0.24,0.14,0.62,24.0979666,91.7876657,19.08528,61.5220863,13.566,3.764,82.67
0.24,0.16,0.6,24.1136775,91.7876657,19.08528,61.5220863,14.009,5.102,80.889
0.24,0.18,0.58,24.2352727,91.7876657,19.08528,61.5220863,14.359,6.577,79.064
0.24,0.2,0.56,23.8164643,91.7876657,19.08528,61.5220863,14.089,11.255,74.655
0.24,0.22,0.54,23.9464933,91.7876657,19.08528,61.5220863,14.363,13.311,72.326
0.24,0.24,0.52,26.0484788,91.7876657,19.08528,61.5220863,14.762,6.989,78.25
0.24,0.26,0.5,26.0317062,91.7876657,19.08528,61.5220863,15.095,11.569,73.336
0.24,0.28,0.48,26.4833089,91.7876657,19.08528,61.5220863,15.581,13.629,70.79
0.24,0.3,0.46,24.6919146,91.7876657,19.08528,61.5220863,15.069,22.629,62.302
0.24,0.32,0.44,25.0006009,91.7876657,19.08528,61.5220863,15.212,25.364,59.424
0.24,0.34,0.42,25.2676372,91.7876657,19.08528,61.5220863,15.226,28.408,56.366
0.24,0.36,0.4,25.5171676,91.7876657,19.08528,61.5220863,15.224,31.67,53.106
0.24,0.38,0.38,25.7905749,91.7876657,19.08528,61.5220863,15.175,35.018,49.807
0.24,0.4,0.36,25.6181064,91.7876657,19.08528,61.5220863,15.481,40.239,44.28
0.24,0.42,0.34,25.6300644,91.7876657,19.08528,61.5220863,15.328,43.916,40.756
0.24,0.44,0.32,25.6429417,91.7876657,19.08528,61.5220863,15.146,47.625,37.228
0.24,0.46,0.3,25.6618025,91.7876657,19.08528,61.5220863,14.442,51.78,33.778
0.24,0.48,0.28,25.5346786,91.7876657,19.08528,61.5220863,14.176,55.435,30.389
0.24,0.5,0.26,25.2940055,91.7876657,19.08528,61.5220863,13.829,58.946,27.225
0.24,0.52,0.24,25.262229,91.7876657,19.08528,61.5220863,13.205,62.717,24.078
0.24,0.54,0.22,25.0489692,91.7876657,19.08528,61.5220863,13.843,65.801,20.355
0.24,0.56,0.2,24.86119,91.7876657,19.08528,61.5220863,13.312,69.075,17.613
0.24,0.58,0.18,24.6902949,91.7876657,19.08528,61.5220863,12.894,72.104,15.002
0.24,0.6,0.16,24.5679532,91.7876657,19.08528,61.5220863,12.435,74.921,12.643
0.24,0.62,0.14,24.4842159,91.7876657,19.08528,61.5220863,11.965,77.587,10.448
0.24,0.64,0.12,24.4731853,91.7876657,19.08528,61.5220863,11.589,79.999,8.412
0.24,0.66,0.1,24.13522,91.7876657,19.08528,61.5220863,10.684,81.174,8.142
0.24,0.68,0.08,24.7727952,91.7876657,19.08528,61.5220863,10.46,84.237,5.303
0.24,0.7000000000000001,0.06,25.1942711,91.7876657,19.08528,61.5220863,10.013,86.053,3.934
0.24,0.72,0.04,25.824932,91.7876657,19.08528,61.5220863,9.583,87.702,2.714
0.24,0.74,0.02,26.694532,91.7876657,19.08528,61.5220863,9.102,89.121,1.776
0.24,0.76,0.0,27.7874849,91.7876657,19.08528,0.0,8.97,91.03,0.0
0.26,0.0,0.74,26.3937793,91.7876657,0.0,61.5220863,11.95,0.0,88.05
0.26,0.02,0.72,25.7756057,91.7876657,19.08528,61.5220863,12.381,0.316,87.303
0.26,0.04,0.7000000000000001,25.2805964,91.7876657,19.08528,61.5220863,12.629,0.817,86.554
